,ki,kd,time
"(0.13, 1.5)",0.13,1.5,5.391489505767822
"(0.14, 0.0)",0.14,0.0,4.982194662094116
"(0.14, 0.5)",0.14,0.5,5.421267509460449
"(0.14, 1.0)",0.14,1.0,5.238263368606567
"(0.14, 1.5)",0.14,1.5,6.2934160232543945
"(0.15, 0.0)",0.15,0.0,5.196484088897705
"(0.15, 0.5)",0.15,0.5,5.175729274749756
"(0.15, 1.0)",0.15,1.0,15.069498300552368
"(0.15, 1.5)",0.15,1.5,5.225793361663818
"(0.16, 0.0)",0.16,0.0,5.175477743148804
"(0.16, 0.5)",0.16,0.5,15.080977201461792
"(0.16, 1.0)",0.16,1.0,5.260851144790649
"(0.16, 1.5)",0.16,1.5,5.565601110458374
"(0.17, 0.0)",0.17,0.0,5.128870010375977
"(0.17, 0.5)",0.17,0.5,5.731522798538208
"(0.17, 1.0)",0.17,1.0,5.300227403640747
"(0.17, 1.5)",0.17,1.5,10.57651424407959
"(0.18, 0.0)",0.18,0.0,5.054729223251343
"(0.18, 0.5)",0.18,0.5,5.403193712234497
"(0.18, 1.0)",0.18,1.0,5.207196950912476
"(0.18, 1.5)",0.18,1.5,5.289412260055542
"(0.19, 0.0)",0.19,0.0,5.62912130355835
"(0.19, 0.5)",0.19,0.5,5.31069016456604
"(0.19, 1.0)",0.19,1.0,5.31339955329895
"(0.19, 1.5)",0.19,1.5,5.5750250816345215
"(0.2, 0.0)",0.2,0.0,5.085476875305176
"(0.2, 0.5)",0.2,0.5,5.249366998672485
"(0.2, 1.0)",0.2,1.0,5.257980823516846
"(0.2, 1.5)",0.2,1.5,5.327808380126953
"(0.21, 0.0)",0.21,0.0,5.421673536300659
"(0.21, 0.5)",0.21,0.5,11.196105718612671
"(0.21, 1.0)",0.21,1.0,5.482065200805664
"(0.21, 1.5)",0.21,1.5,15.039891719818115
"(0.22, 0.0)",0.22,0.0,5.1958067417144775
"(0.22, 0.5)",0.22,0.5,5.321676731109619
"(0.22, 1.0)",0.22,1.0,15.029987335205078
"(0.22, 1.5)",0.22,1.5,5.628629446029663
"(0.23, 0.0)",0.23,0.0,5.20133900642395
"(0.23, 0.5)",0.23,0.5,5.471706390380859
"(0.23, 1.0)",0.23,1.0,5.164834499359131
"(0.23, 1.5)",0.23,1.5,5.519338846206665
"(0.24, 0.0)",0.24,0.0,5.229469060897827
"(0.24, 0.5)",0.24,0.5,15.054678678512573
"(0.24, 1.0)",0.24,1.0,15.113137006759644
"(0.24, 1.5)",0.24,1.5,5.152829885482788
"(0.25, 0.0)",0.25,0.0,5.18789005279541
"(0.25, 0.5)",0.25,0.5,5.206694602966309
"(0.25, 1.0)",0.25,1.0,5.090814590454102
"(0.25, 1.5)",0.25,1.5,5.249478340148926
"(0.26, 0.0)",0.26,0.0,5.187083005905151
"(0.26, 0.5)",0.26,0.5,5.310388088226318
"(0.26, 1.0)",0.26,1.0,5.193860054016113
"(0.26, 1.5)",0.26,1.5,5.707702159881592
"(0.27, 0.0)",0.27,0.0,11.697160243988037
"(0.27, 0.5)",0.27,0.5,15.115014553070068
"(0.27, 1.0)",0.27,1.0,5.447628736495972
"(0.27, 1.5)",0.27,1.5,5.357134103775024
"(0.28, 0.0)",0.28,0.0,15.073095798492432
"(0.28, 0.5)",0.28,0.5,5.242577791213989
"(0.28, 1.0)",0.28,1.0,5.150521993637085
"(0.28, 1.5)",0.28,1.5,5.495946168899536
"(0.29, 0.0)",0.29,0.0,5.036521911621094
"(0.29, 0.5)",0.29,0.5,14.892427444458008
"(0.29, 1.0)",0.29,1.0,5.40216326713562
"(0.29, 1.5)",0.29,1.5,5.16858983039856
"(0.3, 0.0)",0.3,0.0,5.34759783744812
"(0.3, 0.5)",0.3,0.5,15.048304080963135
"(0.3, 1.0)",0.3,1.0,5.252586841583252
"(0.3, 1.5)",0.3,1.5,5.474980592727661
"(0.31, 0.0)",0.31,0.0,15.07078504562378
"(0.31, 0.5)",0.31,0.5,5.026710748672485
"(0.31, 1.0)",0.31,1.0,5.086822032928467
"(0.31, 1.5)",0.31,1.5,5.245807409286499
"(0.32, 0.0)",0.32,0.0,4.9682488441467285
"(0.32, 0.5)",0.32,0.5,5.979964017868042
"(0.32, 1.0)",0.32,1.0,15.052019357681274
"(0.32, 1.5)",0.32,1.5,5.545752048492432
"(0.33, 0.0)",0.33,0.0,5.367151498794556
"(0.33, 0.5)",0.33,0.5,15.02759599685669
"(0.33, 1.0)",0.33,1.0,15.049084901809692
"(0.33, 1.5)",0.33,1.5,5.1113364696502686
"(0.34, 0.0)",0.34,0.0,15.014172315597534
"(0.34, 0.5)",0.34,0.5,15.048596382141113
"(0.34, 1.0)",0.34,1.0,15.035410642623901
"(0.34, 1.5)",0.34,1.5,5.235698461532593
"(0.35000000000000003, 0.0)",0.35000000000000003,0.0,5.068254232406616
"(0.35000000000000003, 0.5)",0.35000000000000003,0.5,5.801249980926514
"(0.35000000000000003, 1.0)",0.35000000000000003,1.0,15.051121473312378
"(0.35000000000000003, 1.5)",0.35000000000000003,1.5,5.428024768829346
"(0.36, 0.0)",0.36,0.0,4.920291185379028
"(0.36, 0.5)",0.36,0.5,15.03548288345337
"(0.36, 1.0)",0.36,1.0,5.129235029220581
"(0.36, 1.5)",0.36,1.5,15.096107006072998
"(0.37, 0.0)",0.37,0.0,4.958144426345825
"(0.37, 0.5)",0.37,0.5,15.059291362762451
"(0.37, 1.0)",0.37,1.0,5.281922101974487
"(0.37, 1.5)",0.37,1.5,5.1865434646606445
"(0.38, 0.0)",0.38,0.0,5.120439291000366
"(0.38, 0.5)",0.38,0.5,15.047200918197632
"(0.38, 1.0)",0.38,1.0,15.014024496078491
"(0.38, 1.5)",0.38,1.5,5.7655885219573975
"(0.39, 0.0)",0.39,0.0,15.009917974472046
"(0.39, 0.5)",0.39,0.5,15.026232957839966
"(0.39, 1.0)",0.39,1.0,15.045334100723267
"(0.39, 1.5)",0.39,1.5,5.044338941574097
